Name,Price,Rating,Review Count,City,Country,Latitude,Longitude,Categories
Brugge,$$,3.0,3,Monterrey,MX,25.6532385683179,-100.274638113244,"['creperies', 'desserts']"
Nikkori,$$,4.0,2,Nuevo León,MX,25.6897470385987,-100.257312946896,['japanese']
Vegetarian,$$$,4.5,12,Monterrey,MX,25.6559737,-100.3871738,['vegetarian']
Saki,$$,4.5,3,San Pedro Garza García,MX,25.6589719453971,-100.390793946802,"['sushi', 'japanese']"
Manhattan's,$$,3.5,14,Monterrey,MX,25.6488705,-100.2857666,"['tradamerican', 'burgers']"
Di Massimo,$$,4.5,5,Monterrey,MX,25.6507859473265,-100.292791290546,['italian']
La Playita,$$,3.5,8,Monterrey,MX,25.6964413661687,-100.343058797051,['seafood']
Shiva Station,$,4.0,4,Monterrey,MX,25.6983795,-100.3407516,"['vegetarian', 'vegan']"
Denny's,$$,3.5,2,Apodaca  Nl,MX,25.7843443992706,-100.120306140234,"['diners', 'breakfast_brunch', 'tradamerican']"
Fu-Ten,$$,5.0,3,San Pedro Garza García,MX,25.6385682209827,-100.360895233833,['ramen']
China House,$$,4.0,6,Monterrey,MX,25.6909455,-100.3447493,['chinese']
Le Clair,$$$,3.0,4,Monterrey,MX,25.6908,-100.354,['restaurants']
